Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code,Email,Parent
DC3242691,Travel Centers of America/Gallup,3404 W Highway 66,,,Gallup,NM,87301,8138929750,1011,91,1011,,9001256
DC16503980,Sleep Inn/Suites/Moab/NonTax,"356 S Main St, Blding A",,,Moab,UT,84532,8138929750,1011,91,1011,,9001256
DC15625742,Sleep Inn/Suites/Moab/Taxable,"356 S Main St, blding A",,,Moab,UT,84532,8138929750,1011,91,1011,,9001256
DC1059842,La Quinta Inn/Grand Junction,2761 Crossroads Blvd,,,Grand Junction,CO,81506,8138929750,1011,91,1011,,9001256
DC12705218,Comfort Inn/Durango/NonTax,455 S Camino Del Rio,,,Durango,CO,81303,8138929750,1011,91,1011,,9001256
DC197883,Super Eight/Durango,20 Stewart St,,,Durango,CO,81303,8138929750,1011,91,1011,,9001256
DC15594409,Sleep Inn/Durango,1260 Escalante Dr,,,Durango,CO,81303,8138929750,1011,91,1011,,9001256
DC12901235,Comfort Inn and Suites/Tooele,"8580 Highway 36, Ofc",,,TOOELE,UT,84074,8138929750,1011,91,1011,,9001256
DC5909286,Comfort Inn/Lehi,125 S 850 E,,,Lehi,UT,84043,8138929750,1011,91,1011,,9001256
DC18286437,Woodspring Suites/Bluffdale,1478 West 14000 South,,,Bluffdale,UT,84065,8138929750,1011,91,1011,,9001256
DC1172769,Holiday Inn Express/Sandy,10680 S Auto Mall Dr,,,Sandy,UT,84070,8138929750,1011,91,1011,,9001256
DC14644382,Homewood Stes SLC/Draper,473 W 13490 S,,,Draper,UT,84020,8138929750,1011,91,1011,,9001256
DC6170276,Hampton Inn/Murray,606 W 4500 S,,,Murray,UT,84123,8138929750,1011,91,1011,,9001256
DC2068601,Comfort Inn/Suites/West Valley/Taxa,2229 W City Center Ct,,,West Valley City,UT,84119,8138929750,1011,91,1011,,9001256
DC4367690,Comfort Inn/Salt Lake City/Taxable,2455 S State St,,,Salt Lake City,UT,84115,8138929750,1011,91,1011,,9001256
DC12461284,Comfort Inn/Salt Lake City/Taxable,171 W 500 S,,,Salt Lake City,UT,84101,8138929750,1011,91,1011,,9001256
DC5908483,Comfort Inn/Orem,427 W University Pkwy,,,Orem,UT,84058,8138929750,1011,91,1011,,9001256
DC6002049,Sleep Inn/Provo,1505 S 40 E,,,Provo,UT,84606,8138929750,1011,91,1011,,9001256
DC4287821,MainStay Suites SLC Fort Union,6990 S Park Centre Dr,,,Salt Lake City,UT,84121,8138929750,1011,91,1011,,9001256
DC17042465,Fairfield Inn and Suites/Holladay,6433 S Highland Dr,,,Holladay,UT,84121,8138929750,1011,91,1011,,9001256
DC17211667,Candlewood Suites/Layton/NonTax,755 Heritage Park Blvd,,,Layton,UT,84041,8138929750,1011,91,1011,,9001256
DC17177986,Candlewood Suites/Layton/Taxable,755 Heritage Park Blvd,,,Layton,UT,84041,8138929750,1011,91,1011,,9001256
DC4287817,Sonesta Simply Sts/SLC Airport,2170 W North Temple,,,Salt Lake City,UT,84116,8138929750,1011,91,1011,,9001256
DC14905686,Comfort Inn and Suites/Airport SLC,202 N Jimmy Doolittle Rd,,,Salt Lake City,UT,84116,8138929750,1011,91,1011,,9001256
DC309056,Motel 6/Woods Cross/M69447,2433 S 800 W,,,Woods Cross,UT,84087,8138929750,1011,91,1011,,9001256
DC4523875,Comfort Inn/Woods Cross,2437 S Wildcat Way,,,Woods Cross,UT,84010,8138929750,1011,91,1011,,9001256
DC6182560,Comfort Inn/Ogden,1776 W 2550 N,,,Ogden,UT,84404,8138929750,1011,91,1011,,9001256
DC3193998,Comfort Inn and Suites/Logan,1665 N Main St,,,Logan,UT,84341,8138929750,1011,91,1011,,9001256
DC6033746,Quality Inn/Price,590 E Main St,,,Price,UT,84501,8138929750,1011,91,1011,,9001256
DC13469109,Comfort Inn/Roosevelt,2197 E Highway 40,,,Roosevelt,UT,84066,8138929750,1011,91,1011,,9001256
DC2177944,Comfort Inn/Evanston,1931 Harrison Dr,,,Evanston,WY,82930,8138929750,1011,91,1011,,9001256
DC6165712,Comfort Inn and Suites/Rifle,301 7th St S,,,Rifle,CO,81650,8138929750,1011,91,1011,,9001256
DC5923025,Studio 6/Rock Springs/S657463,1635 Elk St,,,Rock Springs,WY,82901,8138929750,1011,91,1011,,9001256
DC6167889,Candlewood Suites/Parachute,233 Grand Valley Way,,,Parachute,CO,81635,8138929750,1011,91,1011,,9001256
DC12808554,Candlewood Suites/Craig,92 Commerce St,,,Craig,CO,81625,8138929750,1011,91,1011,,9001256
DC5528819,Quality Inn/Steamboat Spring,1055 Walton Creek Rd,,,Steamboat Springs,CO,80487,8138929750,1011,91,1011,,9001256
DC6177168,Best Western/Cody/NonTax,1601 8th St,,,Cody,WY,82414,8138929750,1011,91,1011,,9001256
DC6135669,Residence Inn/Albuquerque Airport,2301 International Ave SE,,,Albuquerque,NM,87106,8138929750,1011,91,1011,,9001256
DC6007218,Comfort Inn/Suites/Albuquerque,411 McKnight Ave NW,,,Albuquerque,NM,87102,8138929750,1011,91,1011,,9001256
DC4284652,Sonesta Simply Suites Albuquerque,3025 Menaul Blvd NE,,,Albuquerque,NM,87107,8138929750,1011,91,1011,,9001256
DC3257036,Quality Inn Albequerque East,450 Paisano St NE,,,Albuquerque,NM,87123,8138929750,1011,91,1011,,9001256
DC4355193,Extended Stay America Rio Rancho,2221 Rio Rancho Dr SE,,,Rio Rancho,NM,87124,8138929750,1011,91,1011,,9001256
DC6076299,Comfort Inn/Santa Fe,4312 Cerrillos Rd,,,Santa Fe,NM,87507,8138929750,1011,91,1011,,9001256
DC4843741,Comfort Inn/Santa Rosa,2524 Historic Route 66,,,Santa Rosa,NM,88435,8138929750,1011,91,1011,,9001256
DC6157319,Quality Inn/Sts/S Fork/NONTAX,182 Frontage Rd,,,South Fork,CO,81154,8138929750,1011,91,1011,,9001256
DC6178213,Comfort Inn/Alamosa/Nontax,6301 W US Highway 160,,,Alamosa,CO,81101,8138929750,1011,91,1011,,9001256
DC6132540,Comfort Inn/Alamos/Tax,6301 W US Highway 160,,,Alamosa,CO,81101,8138929750,1011,91,1011,,9001256
DC15135911,Skyhigh Hospitality LLC,2051 Main St,,,Alamosa,CO,81101,8138929750,1011,91,1011,,9001256
DC3714109,Quality Inn/Alamosa,333 Santa Fe Ave,,,Alamosa,CO,81101,8138929750,1011,91,1011,,9001256
DC4523557,Days Inn/Colorado City,6670 W Hwy 165,,,Colorado City,CO,81019,8138929750,1011,91,1011,,9001256
DC2330820,Super Eight/Canon City,209 N 19th St,,,Canon City,CO,81212,8138929750,1011,91,1011,,9001256
DC16742021,Woodsprings/Colorado Springs,1328 Republic Dr,,,Colorado Springs,CO,80921,8138929750,1011,91,1011,,9001256
DC1200934,Best Western Plus Castle Rock,595 Genoa Way,,,Castle Rock,CO,80109,8138929750,1011,91,1011,,9001256
DC1624002,Quality Inn/Ste/Castle Rock,200 Wolfensberger Rd,,,Castle Rock,CO,80109,8138929750,1011,91,1011,,9001256
DC849410,Super Eight/Pueblo,1100 W US Highway 50,,,Pueblo,CO,81008,8138929750,1011,91,1011,,9001256
DC1027840,Quality Inn/Colorado Springs,2115 Aerotech Dr,,,Colorado Springs,CO,80916,8138929750,1011,91,1011,,9001256
DC3207546,Quality Inn and Suites/Clayton,1120 S 1st St,,,Clayton,NM,88415,8138929750,1011,91,1011,,9001256
DC1020087,Comfort Inn/Limon,2255 9th St,,,Limon,CO,80828,8138929750,1011,91,1011,,9001256
DC6020806,Quality Inn/Limon,925 T Ave,,,Limon,CO,80828,8138929750,1011,91,1011,,9001256
DC17241308,MiraChetan,620 E Highway 54,,,Guymon,OK,73942,8138929750,1011,91,1011,,9001256
DC339495,Comfort Inn Vail,161 W Beaver Creek Blvd,,,Avon,CO,81620,8138929750,1011,91,1011,,9001256
DC6012392,Comfort Suites/Evergreen,29300 US Highway 40,,,Evergreen,CO,80439,8138929750,1011,91,1011,,9001256
DC4287391,Sonesta Simply Sts/Denver Fed Cntr,895 Tabor St,,,Lakewood,CO,80401,8138929750,1011,91,1011,,9001256
DC16695439,Woodspring Suites/Broomfield,121  Edgeview Dr,,,Broomfield,CO,80021,8138929750,1011,91,1011,,9001256
DC323868,La Quinta Inn/Louisville,902 W Dillon Rd,,,Louisville,CO,80027,8138929750,1011,91,1011,,9001256
DC6117347,Quality Inn and Suites/Lakewood,7240 W Jefferson Ave,,,Lakewood,CO,80235,8138929750,1011,91,1011,,9001256
DC16709701,WoodSpring Suites/Littleton,5260 S Santa Fe Dr,,,Littleton,CO,80120,8138929750,1011,91,1011,,9001256
DC4794775,Quality Inn/Englewood,9719 E Geddes Ave,,,Englewood,CO,80112,8138929750,1011,91,1011,,9001256
DC4663050,Comfort Suites/Englewood,7374 S Clinton St,,,Englewood,CO,80112,8138929750,1011,91,1011,,9001256
DC4286634,MainStay Suites Denver Tech Center,6780 S Galena St,,,Englewood,CO,80112,8138929750,1011,91,1011,,9001256
DC4595999,Quality Inn/Westminster,8500 Turnpike Dr,,,Westminster,CO,80031,8138929750,1011,91,1011,,9001256
DC14621307,Candlewood Suites/Thornton,14362 Lincoln Way,,,Thornton,CO,80023,8138929750,1011,91,1011,,9001256
DC16695218,Woodspring Suites/Thornton,16125 Washington St,,,Thornton,CO,80023,8138929750,1011,91,1011,,9001256
DC1013865,Ramada Inn/Aurora,16921 E 32nd Ave,,,Aurora,CO,80011,8138929750,1011,91,1011,,9001256
DC18043807,Woodspring Suites/Commerce City,4902 E 63rd Ave,,,CMERE CITY,CO,80022,8138929750,1011,91,1011,,9001256
DC1578155,Hampton Inn/Longmont/19434,850 S Main St,,,Longmont,CO,80501,8138929750,1011,91,1011,,9001256
DC14845629,Comfort Suites/Loveland,4851 Thompson Pkwy,,,Johnstown,CO,80534,8138929750,1011,91,1011,,9001256
DC18026968,Woodspring Suites/Greeley,7005 9th Street,,,Greeley,CO,80634,8138929750,1011,91,1011,,9001256
DC14027042,Candlewood Suites/Fort Collins,314 Pavilion Ln,,,Fort Collins,CO,80525,8138929750,1011,91,1011,,9001256
DC17420853,Woodspring Suites/Fort Collins,847 E Frontage Road,,,Ft Collins,CO,80524,8138929750,1011,91,1011,,9001256
DC1248561,La Quinta Inn/Denver,6801 Tower Rd,,,Denver,CO,80249,8138929750,1011,91,1011,,9001256
DC5985703,Best Western Plus/Frontier Inn,8101 Hutchins Dr,,,Cheyenne,WY,82007,8138929750,1011,91,1011,,9001256
DC13241220,Comfort Inn and Suites/Cheyenne,201 W Fox Farm Rd,,,Cheyenne,WY,82007,8138929750,1011,91,1011,,9001256
DC17284816,Comfort Suites/Cheyenne,5410 Walker Rd,,,Cheyenne,WY,82009,8138929750,1011,91,1011,,9001256
DC6135297,Candlewood Suites/Gillette,904 Country Club Rd,,,Gillette,WY,82718,8138929750,1011,91,1011,,9001256
DC3330521,Comfort Inn/Gillette,1607 W 2nd St,,,Gillette,WY,82716,8138929750,1011,91,1011,,9001256
DC5995533,Super Eight/Kimball,1701 S Highway 71,,,Kimball,NE,69145,8138929750,1011,91,1011,,9001256
DC105608,Travelodge/Edgemont,108 N 6th Ave,,,Edgemont,SD,57735,8138929750,1011,91,1011,,9001256
DC1595907,Comfort Inn and Suites/Custer,339 W Mount Rushmore Rd,,,Custer,SD,57730,8138929750,1011,91,1011,,9001256
DC1002429,Econo Lodge/Custer,342 Mount Rushmore Rd,,,Custer,SD,57730,8138929750,1011,91,1011,,9001256
DC6043509,Quality Inn/Spearfish,"2725 1st Ave, OFC",,,Spearfish,SD,57783,8138929750,1011,91,1011,,9001256
DC3233299,Howard Johnson Inn/Rapid City,950 North St,,,RAPID CITY,SD,57701,8138929750,1011,91,1011,,9001256
DC3293851,Comfort Inn/Rapid City,915 Fairmont Blvd,,,Rapid City,SD,57701,8138929750,1011,91,1011,,9001256
DC12598322,Sleep Inn and Suites,4031 Cheyenne Blvd,,,RAPID CITY,SD,57703,8138929750,1011,91,1011,,9001256
DC6125611,Red Roof Inn/Pharr,4401 N Cage Blvd,,,Pharr,TX,78577,8138929750,1011,91,1011,,9001256
DC3586565,COMFORT INN/EDINBURG,4001 S US Highway 281,,,Edinburg,TX,78539,8138929750,1011,91,1011,,9001256
DC14303510,Quality Inn and Suites/Mercedes,4701 E Expressway 83,,,Mercedes,TX,78570,8138929750,1011,91,1011,,9001256
DC15188600,Quality Inn and Stes/Brownsville,7051 Padre Island Hwy,,,Brownsville,TX,78521,8138929750,1011,91,1011,,9001256
DC257425,Quality Inn/Harlingen,1002 S Expressway 83,,,Harlingen,TX,78550,8138929750,1011,91,1011,,9001256
DC6021880,Comfort Suites/S Padre Island,912 Padre Blvd,,,South Padre Island,TX,78597,8138929750,1011,91,1011,,9001256
DC5920424,Candlewood Suites/Corpus Christi,5014 Crosstown Expy,,,Corpus Christi,TX,78415,8138929750,1011,91,1011,,9001256
DC6003324,Quality Inn/Ingleside,2800 Hwy 361,,,INGLESIDE,TX,78362,8138929750,1011,91,1011,,9001256
DC5919437,Hampton Inn/Del Rio,2219 N Bedell Ave,,,Del Rio,TX,78840,8138929750,1011,91,1011,,9001256
DC452861,Motel 6/Del Rio/M64677,"2115 Veterans Blvd, Ofc",,,Del Rio,TX,78840,8138929750,1011,91,1011,,9001256
DC14209304,Mainstay Suites / Cotulla,565 N I 35,,,Cotulla,TX,78014,8138929750,1011,91,1011,,9001256
DC14103093,Candlewood Suites/Cotula,547 Las Palmas Blvd,,,Cotulla,TX,78014,8138929750,1011,91,1011,,9001256
DC13835427,Sleep Inn Stes/Jourdanton,1800 Highway 97 E,,,Jourdanton,TX,78026,8138929750,1011,91,1011,,9001256
DC14033768,Savannah Suites/Pleasanton,910 Palmer Ln,,,Pleasanton,TX,78064,8138929750,1011,91,1011,,9001256
DC15535026,Woodsprings Suites/SA Lackland,7335 NW Loop 410,,,San Antonio,TX,78245,8138929750,1011,91,1011,,9001256
DC6146536,Comfort Inn/Seaworld/San Antonio,8731 State Highway 151,,,San Antonio,TX,78245,8138929750,1011,91,1011,,9001256
DC14888914,Candlewood Sts San Antonio/Lackland,6439 W US Hwy 90,,,San Antonio,TX,78227,8138929750,1011,91,1011,,9001256
DC6039429,Comfort Suites/Near Seaworld,8021 Alamo Downs Pkwy,,,SAN ANTONIO,TX,78238,8138929750,1011,91,1011,,9001256
DC3238810,La Quinta Inn/San Antonio Downtown,100 W Cesar E Chavez Blvd,,,San Antonio,TX,78204,8138929750,1011,91,1011,,9001256
DC12470931,Candlewood Suites/San Antonio,1024 S Laredo St,,,San Antonio,TX,78204,8138929750,1011,91,1011,,9001256
DC6002397,Quality Inn and Stes/Dwtn San Anton,1025 S Frio St,,,San Antonio,TX,78207,8138929750,1011,91,1011,,9001256
DC14784259,Best Western Inn/Suites Plus,333 Roland Rd,,,San Antonio,TX,78210,8138929750,1011,91,1011,,9001256
DC3957058,Spark Hilton/SA Airport,8640 Crownhill Blvd,,,San Antonio,TX,78209,8138929750,1011,91,1011,,9001256
DC12447603,Candlewood Suites/San Antonio,9502 Amelia Pass,,,San Antonio,TX,78254,8138929750,1011,91,1011,,9001256
DC16896222,Woodspring Suites/San Antonio,5534 University Hts,,,San Antonio,TX,78249,8138929750,1011,91,1011,,9001256
DC400968,Quality Inn and Suites/ San Antonio,13279 W Interstate 10,,,San Antonio,TX,78249,8138929750,1011,91,1011,,9001256
DC12612345,Comfort Suites NW Near Six Flags,5130 Vantage Way,,,San Antonio,TX,78249,8138929750,1011,91,1011,,9001256
DC6064681,Comfort Inn and Suites/ San Antonio,"5622 Utex Blvd, Ofc",,,San Antonio,TX,78249,8138929750,1011,91,1011,,9001256
DC1303437,Red Roof Inn/San Antonio,333 Wolf Rd,,,San Antonio,TX,78216,8138929750,1011,91,1011,,9001256
DC15238073,Woodspring Suites/San Antonio North,2619 N Loop 1604 E,,,San Antonio,TX,78232,8138929750,1011,91,1011,,9001256
DC6118197,Comfort Suites/Stone Oak,1754 N Loop 1604 E,,,San Antonio,TX,78232,8138929750,1011,91,1011,,9001256
DC6065032,Best Western/Boerne,36756 Interstate 10 W,,,Boerne,TX,78006,8138929750,1011,91,1011,,9001256
DC3241892,Days Inn/Llano,"609 Bessemer Ave, Ofc",,,Llano,TX,78643,8138929750,1011,91,1011,,9001256
DC325148,BEST WESTERN/LLANO,901 W Young St,,,Llano,TX,78643,8138929750,1011,91,1011,,9001256
DC16809978,AmericInn/ San Angelo,2580 Southwest Blvd,,,San Angelo,TX,76901,8138929750,1011,91,1011,,9001256
DC14393534,Woodspring Suites/San Angelo,4013 W Houston Harte Expy,,,San Angelo,TX,76901,8138929750,1011,91,1011,,9001256
DC14165071,Microtel Inn and Suites/Sweetwater,9416 N Interstate 20,,,Sweetwater,TX,79556,8138929750,1011,91,1011,,9001256
DC13274874,Candlewood Suites/Abilene,3050 Catclaw Dr,,,Abilene,TX,79606,8138929750,1011,91,1011,,9001256
DC6079967,Holiday Inn Exp/Abilene,1802 E Overland Trl,,,Abilene,TX,79601,8138929750,1011,91,1011,,9001256
DC13190861,La Quinta Inn/Beeville,2062 Highway 59 E,,,Beeville,TX,78102,8138929750,1011,91,1011,,9001256
DC4754959,La Quinta Inn/SA/Brooks City Base,3180 Goliad Rd,,,San Antonio,TX,78223,8138929750,1011,91,1011,,9001256
DC3787964,Comfort Inn/ San Antonio,6075 Interstate 10 E,,,San Antonio,TX,78219,8138929750,1011,91,1011,,9001256
DC15719952,Comfort Suites/San Antonio,4630 Hitt Dr,,,San Antonio,TX,78218,8138929750,1011,91,1011,,9001256
DC1030678,Super 8/Seguin,1525 N State Highway 46,,,Seguin,TX,78155,8138929750,1011,91,1011,,9001256
DC4314203,Inside Sales Hospitality/Sample Acc,1511 Common St,,,New Braunfels,TX,78130,8138929750,1011,91,1011,,9001256
DC6089798,Sleep Inn New Braunfels,1477 N Ih 35,,,New Braunfels,TX,78130,8138929750,1011,91,1011,,9001256
DC14170967,Holiday Inn/San Marcos,105 Bintu Dr,,,San Marcos,TX,78666,8138929750,1011,91,1011,,9001256
DC14234637,Comfort Inn/Suites/San Marcos,1053 Clovis Barker Rd,,,San Marcos,TX,78666,8138929750,1011,91,1011,,9001256
DC13017252,Candlewood Suites/San Marcos,600 Wonder World Dr,,,San Marcos,TX,78666,8138929750,1011,91,1011,,9001256
DC2756675,Stonebrook Apartments,"300 S Stagecoach Trl, ofc",,,San Marcos,TX,78666,8138929750,1011,91,1011,,9001256
DC14873164,Candlewood Suites/Buda,2180 Main St,,,Buda,TX,78610,8138929750,1011,91,1011,,9001256
DC1292717,Americas Best Value Inn/Buda,15101 S Interstate 35,,,Buda,TX,78610,8138929750,1011,91,1011,,9001256
DC3647584,Quality Inn/Marble Falls,1206 US Highway 281,,,Marble Falls,TX,78654,8138929750,1011,91,1011,,9001256
DC1296786,Comfort Inn and Suites/Burnet,810 S Water St,,,Burnet,TX,78611,8138929750,1011,91,1011,,9001256
DC14978138,Verena at Leander,11350 Hero Way W,,,Leander,TX,78641,8138929750,1011,91,1011,,9001256
DC16694874,WoodSpring Suites/Cedar Park,5210 183A Toll Rd,,,Leander,TX,78641,8138929750,1011,91,1011,,9001256
DC3375689,Hampton Inn/Downtown,200 San Jacinto Blvd,,,Austin,TX,78701,8138929750,1011,91,1011,,9001256
DC323437,La Quinta Inn/Austin Capital Dwntwn,300 E 11th St,,,Austin,TX,78701,8138929750,1011,91,1011,,9001256
DC4305786,Sonesta Simply Sts/Austin Arboretum,9701 Stonelake Blvd,,,Austin,TX,78759,8138929750,1011,91,1011,,9001256
DC15521568,Comfort Suites/Cedar Park,900 Arrow Point Dr,,,Cedar Park,TX,78613,8138929750,1011,91,1011,,9001256
DC15020095,Candlewood Suites,"1100 Cottonwood Creek Trl, ofc",,,Cedar Park,TX,78613,8138929750,1011,91,1011,,9001256
DC1261772,Quality Inn/Cedar Park,300 E Whitestone Blvd,,,Cedar Park,TX,78613,8138929750,1011,91,1011,,9001256
DC16356318,Hampton Cedar Park/North Austin,700 Central Pak Dr,,,Cedar Park,TX,78613,8138929750,1011,91,1011,,9001256
DC13275316,Candlewood Suites/Georgetown,451 N Interstate 35,,,Georgetown,TX,78628,8138929750,1011,91,1011,,9001256
DC15765782,Woodspring Suites/Georgetown,904 Rockmoor Dr,,,Georgetown,TX,78628,8138929750,1011,91,1011,,9001256
DC13284649,Best Western Plus/Luling,4120 E Pierce St,,,Luling,TX,78648,8138929750,1011,91,1011,,9001256
DC6038680,Quality Suites/Austin South,1701 E Saint Elmo Rd,,,Austin,TX,78744,8138929750,1011,91,1011,,9001256
DC14994775,Comfort Suites/Austin,5001 S IH 35 Frontage,,,Austin,TX,78744,8138929750,1011,91,1011,,9001256
DC14762241,Woodspring Suites/Austin,4911 S IH 35 Frontage Rd,,,Austin,TX,78744,8138929750,1011,91,1011,,9001256
DC1906076,Comfort Suites/E Ben White,7501 E Ben White Blvd,,,Austin,TX,78741,8138929750,1011,91,1011,,9001256
DC452849,Motel 6/Austin/South/M69355,2707 S Ih 35,,,Austin,TX,78741,8138929750,1011,91,1011,,9001256
DC15899439,Holiday Inn Express,491 Agnes St,,,Bastrop,TX,78602,8138929750,1011,91,1011,,9001256
DC6142385,Quality Inn/Bastrop,106 N Hasler Blvd,,,Bastrop,TX,78602,8138929750,1011,91,1011,,9001256
DC3844818,Econo Lodge/Austin,9102 Burnet Rd,,,Austin,TX,78758,8138929750,1011,91,1011,,9001256
DC13262555,Sleep Inn/290/Austin,8410 E Highway 290,,,Austin,TX,78724,8138929750,1011,91,1011,,9001256
DC17198472,WoodSpring Suites/Austin Central,8103 Cross Park Dr,,,Austin,TX,78754,8138929750,1011,91,1011,,9001256
DC15429700,Candlewood Suites/Austin East,8000 Cross Park Dr,,,Austin,TX,78754,8138929750,1011,91,1011,,9001256
DC12976733,Sleep Inn and Suites/Austin,14004 Owen Tech Blvd,,,Austin,TX,78728,8138929750,1011,91,1011,,9001256
DC16812030,Hawthorne Suites/Pflugerville,1408 Town Center Dr,,,Pflugerville,TX,78660,8138929750,1011,91,1011,,9001256
DC16811926,La Quinta Inn/Pflugerville,1408 Town Center Dr,,,Pflugerville,TX,78660,8138929750,1011,91,1011,,9001256
DC16694871,WoodSpring Suites/Round Rock,1201 Louis Henna Blvd,,,Round Rock,TX,78664,8138929750,1011,91,1011,,9001256
DC2493237,Candlewood Suites/Austin-Round Rock,521 S Interstate 35,,,Round Rock,TX,78664,8138929750,1011,91,1011,,9001256
DC6155076,Candlewood Suites/Victoria,7103 N Navarro St,,,Victoria,TX,77904,8138929750,1011,91,1011,,9001256
DC13433745,Comfort Inn and Suites/Victoria,6603 NE Zac Lentz Pkwy,,,Victoria,TX,77904,8138929750,1011,91,1011,,9001256
DC14901682,Candlewood Suites/Bay City,5800 7th St,,,Bay City,TX,77414,8138929750,1011,91,1011,,9001256
DC6176653,Baymont by Wyndham/Columbus,2535 Highway 71 S,,,Columbus,TX,78934,8138929750,1011,91,1011,,9001256
DC15048402,Sleep Inn and Suites/Bryan,2825 N Earl Rudder Fwy,,,Bryan,TX,77803,8138929750,1011,91,1011,,9001256
DC6144892,Best Western Plus/Katy,2006 Katy Mills Blvd,,,Katy,TX,77494,8138929750,1011,91,1011,,9001256
DC14157704,Country Inn and Suites/Katy,25218 Market Place Dr,,,Katy,TX,77494,8138929750,1011,91,1011,,9001256
DC14263042,Days Inn and Suites/Energy Corridor,20414 Julie Marie Ln,,,Katy,TX,77449,8138929750,1011,91,1011,,9001256
DC5999696,Homewood Suites/Hou/Energy Cor,14450 Park Row,,,Houston,TX,77084,8138929750,1011,91,1011,,9001256
DC14553848,La Quinta/Cypress,27130 Highway 290,,,Cypress,TX,77433,8138929750,1011,91,1011,,9001256
DC15754001,La Quinta Inn and Stes College Stat,1195 Earl Rudder Fwy S,,,College Station,TX,77845,8138929750,1011,91,1011,,9001256
DC14828302,Aggieland Boutique Hotel,1508 Texas Ave S,,,College Station,TX,77840,8138929750,1011,91,1011,,9001256
DC6000152,Comfort Suites/Copperas Cove,1816 Mlk Jr Dr,,,Copperas Cove,TX,76522,8138929750,1011,91,1011,,9001256
DC18029953,Candlewood Suites Killeen - Fort Ca,2300 Florence Rd,,,Killeen,TX,76542,8138929750,1011,91,1011,,9001256
DC6020805,Candlewood Suites/Killeen,2300 Florence Rd,,,Killeen,TX,76542,8138929750,1011,91,1011,,9001256
DC380474,Best Western Plus/Killeen Ft Hood,2709 Cunningham Rd,,,Killeen,TX,76542,8138929750,1011,91,1011,,9001256
DC6013239,Holiday Inn/Killeen,300 E Central Texas Expy,,,Killeen,TX,76541,8138929750,1011,91,1011,,9001256
DC1716603,Quality Suites/Temple,1415 N General Bruce Dr,,,Temple,TX,76504,8138929750,1011,91,1011,,9001256
DC6078584,Super 8/Temple,1610 W Nugent Ave,,,Temple,TX,76504,8138929750,1011,91,1011,,9001256
DC4382432,Best Western Plus/Woodway,6808 Woodway Dr,,,Woodway,TX,76712,8138929750,1011,91,1011,,9001256
DC5122180,Sleep Inn Suites/Hewitt,209 E Enterprise,,,Hewitt,TX,76643,8138929750,1011,91,1011,,9001256
DC6025054,La Quinta Inn/Granbury,880 Harbor Lakes Dr,,,Granbury,TX,76048,8138929750,1011,91,1011,,9001256
DC6140955,Days Inn/Granbury,1201 N Plaza Dr,,,Granbury,TX,76048,8138929750,1011,91,1011,,9001256
